Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20010510,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 100 mg + Cetirizina 1 mg + Fenilefrina 2 mg,mg,Solución o suspensión oral,Fluzetrin,Chalver,Fluzetrin (Chalver) Solución o suspensión oral | Frasco de 15 ml | Cada 1 ml contiene: Acetaminofen 100 mg + Cetirizina 1 mg + Fenilefrina 2 mg,Comercial,"$   18,314.00",Medio,2
20011387,Acetaminofen + Fenilefrina + Loratadina,Acetaminofen 100 mg + Fenilefrina 2 mg + Loratadina 1 mg,mg,Solución o suspensión oral,Descongelito,Chalver,Descongelito (Chalver) Solución o suspensión oral | Frasco de 15 ml | Cada 1 ml contiene: Acetaminofen 100 mg + Fenilefrina 2 mg + Loratadina 1 mg,Comercial,"$   14,630.00",Medio,2
50400,Acetaminofen + Feniramina,Acetaminofen 100 mg + Feniramina 0.5 mg,mg,Solución o suspensión oral,Coricidin,Bayer,Coricidin (Bayer) Solución o suspensión oral | Frasco de 30 ml | Cada 1 ml contiene: Acetaminofen 100 mg + Feniramina 0.5 mg,Comercial,"$   30,900.00",Medio,2
32187,Acetaminofen,Acetaminofen 100 mg,mg,Tableta o cápsula,Dolex,Glaxosmithkline,Dolex (Glaxosmithkline) Tableta o cápsula | Tableta | Contiene: Acetaminofen 100 mg,Comercial,"$   6,775.00",Medio,2
20122539,Acetaminofen,Acetaminofen 160 mg,mg,Jarabe,Acetaminofen,Genfar,Acetaminofen (Genfar) Jarabe | Frasco de 90 ml | Cada 5 ml contiene: Acetaminofen 160 mg,Comercial,"$   6,166.00",Medio,2
20073105,Acetaminofen + Cafeina + Dexibuprofeno,Acetaminofen 250 mg + Cafeina 65 mg + Dexibuprofeno 200 mg,mg,Tableta o cápsula,Taflax Forte,Closter Pharma,Taflax Forte (Closter Pharma) Tableta o cápsula | Tableta | Contiene: Acetaminofen 250 mg + Cafeina 65 mg + Dexibuprofeno 200 mg,Comercial,"$   3,000.00",Medio,2
19924992,Acetaminofen + Dextrometorfano + Clorfeniramina + Fenilefrina,Acetaminofen 250 mg + Dextrometorfano 10 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Tableta o cápsula,Tabcin,Bayer,Tabcin (Bayer) Tableta o cápsula | Capsula | Contiene: Acetaminofen 250 mg + Dextrometorfano 10 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,Comercial,"$   1,025.00",Medio,2
19921057,Acetaminofen + Dextrometorfano + Fenilefrina + Succinato De Doxilamina,Acetaminofen 250 mg + Dextrometorfano 10 mg + Fenilefrina 5 mg + Succinato De Doxilamina 6.25 mg,mg,Tableta o cápsula,Tabcin,Bayer,Tabcin (Bayer) Tableta o cápsula | Capsula | Contiene: Acetaminofen 250 mg + Dextrometorfano 10 mg + Fenilefrina 5 mg + Succinato De Doxilamina 6.25 mg,Comercial,"$   1,126.00",Medio,2
20131004,Acetaminofen + Cafeina + Ibuprofeno,Acetaminofen 277.77 mg + Cafeina 65 mg + Ibuprofeno 444.44 mg,mg,Tableta o cápsula,Tredol,Kevipharma,Tredol  (Kevipharma) Tableta o cápsula | Tableta | Contiene: Acetaminofen 277.77 mg + Cafeina 65 mg + Ibuprofeno 444.44 mg,Comercial,$   980.00,Medio,2
20148275,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 3 g + Cetirizina 0.05 g + Fenilefrina 0.1 g,g,Jarabe,Legrip Jarabe,Coopidrogas,Legrip Jarabe (Coopidrogas) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 3 g + Cetirizina 0.05 g + Fenilefrina 0.1 g,Comercial,"$   3,173.00",Medio,2
20103566,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 3 g + Cetirizina 0.059 g + Fenilefrina 0.1 g,g,Jarabe,Aldagryp Junior,Alda,Aldagryp Junior (Alda) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Acetaminofen 3 g + Cetirizina 0.059 g + Fenilefrina 0.1 g,Comercial,"$   9,328.00",Medio,2
19978278,Acetaminofen + Clorfeniramina + Fenilefrina,Acetaminofen 3 g + Clorfeniramina 0.25 mg + Fenilefrina 50 mg,g,Jarabe,Gripofen,Seres,Gripofen (Seres) Jarabe | Frasco de 60 ml | Cada 1 ml contiene: Acetaminofen 3 g + Clorfeniramina 0.25 mg + Fenilefrina 50 mg,Comercial,"$   14,487.00",Medio,2
20071747,Acetaminofen + Clorfeniramina + Fenilefrina,Acetaminofen 3 g + Clorfeniramina 25 mg + Fenilefrina 50 mg,g,Jarabe,Taigrip,Kevipharma,Taigrip (Kevipharma) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 3 g + Clorfeniramina 25 mg + Fenilefrina 50 mg,Comercial,"$   8,559.00",Medio,2
19999350,Acetaminofen + Clorfeniramina + Fenilefrina,Acetaminofen 3 g + Clorfeniramina 5 mg + Fenilefrina 50 mg,g,Jarabe,Taigrip,Kevipharma,Taigrip (Kevipharma) Jarabe | Frasco de 90 ml | Cada 100 ml contiene: Acetaminofen 3 g + Clorfeniramina 5 mg + Fenilefrina 50 mg,Comercial,"$   8,433.00",Medio,2
20155033,Acetaminofen,Acetaminofen 3 g,g,Solución o suspensión oral,Firexifen,Labquifar,Firexifen (Labquifar) Solución o suspensión oral | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 3 g,Comercial,"$   6,552.00",Medio,2
19968351,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 3.3333 g + Cetirizina 0.0395 g + Fenilefrina 0.1333 g,g,Jarabe,Noxpirin,Siegfried,Noxpirin  (Siegfried) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 3.3333 g + Cetirizina 0.0395 g + Fenilefrina 0.1333 g,Comercial,"$   11,440.00",Medio,2
19978618,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 3000 mg + Cetirizina 50 mg + Fenilefrina 100 mg,mg,Jarabe,Noxpirin,Siegfried,Noxpirin (Siegfried) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 3000 mg + Cetirizina 50 mg + Fenilefrina 100 mg,Comercial,"$   11,960.00",Medio,2
38393,Acetaminofen,Acetaminofen 3000 mg,mg,Jarabe,Dolofen,Procaps,Dolofen (Procaps) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 3000 mg,Comercial,"$   7,930.00",Medio,2
20164282,Acetaminofen,Acetaminofen 3200 mg,mg,Jarabe,Dolex,Glaxosmithkline,Dolex (Glaxosmithkline) Jarabe | Frasco de 90 ml | Cada 100 ml contiene: Acetaminofen 3200 mg,Comercial,"$   11,211.00",Medio,2
20013747,Acetaminofen + Clorfeniramina + Fenilefrina,Acetaminofen 325 mg + Clorfeniramina 2.1 mg + Fenilefrina 5.25 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Noxpirin,Siegfried,Noxpirin (Siegfried) Polvo para reconstituir a Solución o suspensión oral | Sobre | Contiene: Acetaminofen 325 mg + Clorfeniramina 2.1 mg + Fenilefrina 5.25 mg,Comercial,"$   1,696.00",Medio,2
20113430,Acetaminofen + Hidrocodona,Acetaminofen 325 mg + Hidrocodona 10 mg,mg,Tableta o cápsula,Sinalgen,Grunenthal,Sinalgen (Grunenthal) Tableta o cápsula | Tableta | Contiene: Acetaminofen 325 mg + Hidrocodona 10 mg,Comercial,"$   4,273.00",Medio,2
20080585,Acetaminofen + Metocarbamol,Acetaminofen 325 mg + Metocarbamol 400 mg,mg,Tableta o cápsula,Robaxifen,Glaxosmithkline,Robaxifen (Glaxosmithkline) Tableta o cápsula | Tableta | Contiene: Acetaminofen 325 mg + Metocarbamol 400 mg,Comercial,"$   5,098.00",Medio,2
20104221,Acetaminofen + Naproxeno + Cafeina,Acetaminofen 325 mg + Naproxeno 250 mg + Cafeina 65 mg,mg,Tableta o cápsula,Durafex,Tecnoquimicas,Durafex  (Tecnoquimicas) Tableta o cápsula | Capsula | Contiene: Acetaminofen 325 mg + Naproxeno 250 mg + Cafeina 65 mg,Comercial,"$   5,886.00",Medio,2
20083126,Acetaminofen + Tiocolchicosida,Acetaminofen 325 mg + Tiocolchicosida 4 mg,mg,Tableta o cápsula,Fleximax,Lafrancol,Fleximax (Lafrancol) Tableta o cápsula | Tableta | Contiene: Acetaminofen 325 mg + Tiocolchicosida 4 mg,Comercial,"$   4,383.00",Medio,2
20019360,Acetaminofen + Tizanidina,Acetaminofen 325 mg + Tizanidina 2 mg,mg,Tableta o cápsula,Algi,Scandinavia Pharma,Algi (Scandinavia Pharma) Tableta o cápsula | Tableta | Contiene: Acetaminofen 325 mg + Tizanidina 2 mg,Comercial,"$   3,092.00",Medio,2
19966219,Acetaminofen + Acetaminofen + Cafeina,Acetaminofen 350 mg + Acetaminofen 150 mg + Cafeina 40 mg,mg,Tableta o cápsula,Analper,La Sante,Analper (La Sante) Tableta o cápsula | Tableta | Contiene: Acetaminofen 350 mg + Acetaminofen 150 mg + Cafeina 40 mg,Comercial,$   709.00,Medio,2
20025416,Acetaminofen + Metocarbamol,Acetaminofen 350 mg + Metocarbamol 500 mg,mg,Tableta o cápsula,Metacet,America,Metacet  (America) Tableta o cápsula | Tableta | Contiene: Acetaminofen 350 mg + Metocarbamol 500 mg,Comercial,$   594.00,Medio,2
20068543,Acetaminofen + Metocarbamol,Acetaminofen 350 mg + Metocarbamol 750 mg,mg,Tableta o cápsula,Jaquedol,Incobra,Jaquedol (Incobra) Tableta o cápsula | Tableta | Contiene: Acetaminofen 350 mg + Metocarbamol 750 mg,Comercial,"$   9,020.00",Medio,2
47085,Acetaminofen + Tizanidina,Acetaminofen 350 mg + Tizanidina 2 mg,mg,Tableta o cápsula,Tizafen,Zeyco,Tizafen (Zeyco) Tableta o cápsula | Tableta | Contiene: Acetaminofen 350 mg + Tizanidina 2 mg,Comercial,"$   3,118.00",Medio,2
20001191,Acetaminofen + Acetaminofen,Acetaminofen 500 mg + Acetaminofen 500 mg,mg,Tableta o cápsula,Acetaminofen,Pentacoop,Acetaminofen (Pentacoop) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Acetaminofen 500 mg,Comercial,$   202.00,Medio,2
20033604,Acetaminofen + Cafeina + Fenilefrina + Clorfenamina,Acetaminofen 500 mg + Cafeina 25 mg + Fenilefrina 5 mg + Clorfenamina 4 mg,mg,Tableta o cápsula,Next,Genoma,Next (Genoma) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Cafeina 25 mg + Fenilefrina 5 mg + Clorfenamina 4 mg,Comercial,"$   1,026.00",Medio,2
20010576,Acetaminofen + Cafeina + Cetirizina + Fenilefrina,Acetaminofen 500 mg + Cafeina 30 mg + Cetirizina 5 mg + Fenilefrina 10.08 mg,mg,Tableta o cápsula,Oxygrip,Europharma,Oxygrip (Europharma) Tableta o cápsula | Capsula | Contiene: Acetaminofen 500 mg + Cafeina 30 mg + Cetirizina 5 mg + Fenilefrina 10.08 mg,Comercial,"$   2,700.00",Medio,2
20004014,Acetaminofen + Cafeina + Cetirizina + Fenilefrina,Acetaminofen 500 mg + Cafeina 30 mg + Cetirizina 5.12 mg + Fenilefrina 10.2 mg,mg,Tableta o cápsula,Zetygrip,Ruecam,Zetygrip (Ruecam) Tableta o cápsula | Capsula | Contiene: Acetaminofen 500 mg + Cafeina 30 mg + Cetirizina 5.12 mg + Fenilefrina 10.2 mg,Comercial,$   248.00,Medio,2
36495,Acetaminofen + Cafeina + Clorfeniramina + Fenilefrina,Acetaminofen 500 mg + Cafeina 30 mg + Clorfeniramina 2 mg + Fenilefrina 10 mg,mg,Tableta o cápsula,Docefal,Siegfried,Docefal (Siegfried) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Cafeina 30 mg + Clorfeniramina 2 mg + Fenilefrina 10 mg,Comercial,$   738.00,Medio,2
20042851,Acetaminofen + Cafeina + Clorfeniramina + Fenilefrina,Acetaminofen 500 mg + Cafeina 30 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Tableta o cápsula,Sintorex,Quimica Patric,Sintorex (Quimica Patric) Tableta o cápsula | Capsula | Contiene: Acetaminofen 500 mg + Cafeina 30 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,Comercial,"$   20,640.00",Medio,2
20090411,Acetaminofen + Cafeina + Desloratadina + Fenilefrina,Acetaminofen 500 mg + Cafeina 30 mg + Desloratadina 2.5 mg + Fenilefrina 20 mg,mg,Polvos o granulados,Congestex,Novamed,Congestex (Novamed) Polvos o granulados | Sobre | Contiene: Acetaminofen 500 mg + Cafeina 30 mg + Desloratadina 2.5 mg + Fenilefrina 20 mg,Comercial,"$   17,768.00",Medio,2
20100521,Acetaminofen + Cafeina + Fenilefrina + Cetirizina,Acetaminofen 500 mg + Cafeina 30 mg + Fenilefrina 10 mg + Cetirizina 5 mg,mg,Tableta o cápsula,Asobroncol,Rociphar,Asobroncol (Rociphar) Tableta o cápsula | Capsula | Contiene: Acetaminofen 500 mg + Cafeina 30 mg + Fenilefrina 10 mg + Cetirizina 5 mg,Comercial,"$   27,000.00",Medio,2
20071759,Acetaminofen + Cafeina,Acetaminofen 500 mg + Cafeina 65 mg,mg,Tableta o cápsula,Dolex,Glaxosmithkline,Dolex (Glaxosmithkline) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Cafeina 65 mg,Comercial,"$   2,684.00",Medio,2
20063575,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 500 mg + Cetirizina 5 mg + Fenilefrina 10 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable/inhalación,Zetygrip,Ruecam,Zetygrip (Ruecam) Polvo para reconstituir a Solución o suspensión inyectable/inhalación | Sobre | Contiene: Acetaminofen 500 mg + Cetirizina 5 mg + Fenilefrina 10 mg,Comercial,$   907.00,Medio,2
20080791,Acetaminofen + Clorfeniramina + Fenilefrina,Acetaminofen 500 mg + Clorfeniramina 2 mg + Fenilefrina 10 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Genfargrip,Genfar,Genfargrip (Genfar) Polvo para reconstituir a Solución o suspensión oral | Sobre | Contiene: Acetaminofen 500 mg + Clorfeniramina 2 mg + Fenilefrina 10 mg,Comercial,"$   1,261.00",Medio,2
20063576,Acetaminofen + Clorfeniramina + Fenilefrina,Acetaminofen 500 mg + Clorfeniramina 4 mg + Fenilefrina 10 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Zetygrip,Ruecam,Zetygrip (Ruecam) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Sobre | Contiene: Acetaminofen 500 mg + Clorfeniramina 4 mg + Fenilefrina 10 mg,Comercial,$   907.00,Medio,2
19903799,Acetaminofen + Clorfeniramina Maleato + Fenilefrina,Acetaminofen 500 mg + Clorfeniramina Maleato 5 mg + Fenilefrina 10 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Cheragrip,Induquimica,Cheragrip (Induquimica) Polvo para reconstituir a Solución o suspensión oral | Sobre de 15 g | Cada 15 g contiene: Acetaminofen 500 mg + Clorfeniramina Maleato 5 mg + Fenilefrina 10 mg,Comercial,"$   1,288.00",Medio,2
20046832,Acetaminofen + Codeina,Acetaminofen 500 mg + Codeina 8 mg,mg,Tableta o cápsula,Nodol_Simple,Saluspharma,Nodol_Simple (Saluspharma) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Codeina 8 mg,Comercial,$   410.00,Medio,2
20005966,Acetaminofen + Dextrometorfano + Fenilefrina,Acetaminofen 500 mg + Dextrometorfano 15 mg + Fenilefrina 10 mg,mg,Tableta o cápsula,Dristan,Glaxosmithkline,Dristan (Glaxosmithkline) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Dextrometorfano 15 mg + Fenilefrina 10 mg,Comercial,"$   1,967.00",Medio,2
20120374,Acetaminofen + Dextrometorfano + Difenhidramina + Fenilefrina,Acetaminofen 500 mg + Dextrometorfano 20 mg + Difenhidramina 25 mg + Fenilefrina 10 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Noraver,Tecnoquimicas,Noraver  (Tecnoquimicas) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Sobre | Contiene: Acetaminofen 500 mg + Dextrometorfano 20 mg + Difenhidramina 25 mg + Fenilefrina 10 mg,Comercial,"$   1,998.00",Medio,2
20078742,Acetaminofen + Difenhidramina + Fenilefrina,Acetaminofen 500 mg + Difenhidramina 500 mg + Fenilefrina 10 mg,mg,Polvos o granulados,Noraver,Tecnoquimicas,Noraver (Tecnoquimicas) Polvos o granulados | Sachet de 15 g | Cada 15 g contiene: Acetaminofen 500 mg + Difenhidramina 500 mg + Fenilefrina 10 mg,Comercial,"$   1,765.00",Medio,2
20048477,Acetaminofen + Fenilefrina + Clorfeniramina,Acetaminofen 500 mg + Fenilefrina 10 mg + Clorfeniramina 4 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Noxpirin,Siegfried,Noxpirin (Siegfried) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Sobre | Contiene: Acetaminofen 500 mg + Fenilefrina 10 mg + Clorfeniramina 4 mg,Comercial,"$   1,412.00",Medio,2
19999105,Acetaminofen + Fenilefrina + Loratadina,Acetaminofen 500 mg + Fenilefrina 10 mg + Loratadina 5 mg,mg,Polvos o granulados,Resfrygrip,Labquifar,Resfrygrip (Labquifar) Polvos o granulados | Sobre | Contiene: Acetaminofen 500 mg + Fenilefrina 10 mg + Loratadina 5 mg,Comercial,"$   1,333.00",Medio,2
20144689,Acetaminofen + Fenilefrina,Acetaminofen 500 mg + Fenilefrina 10 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Legrip Dia,Coopidrogas,Legrip Dia (Coopidrogas) Polvo para reconstituir a Solución o suspensión oral | Sobre | Contiene: Acetaminofen 500 mg + Fenilefrina 10 mg,Comercial,$   892.00,Medio,2
19984,Acetaminofen + Fenilefrina,Acetaminofen 500 mg + Fenilefrina 10 mg,mg,Polvos o granulados,Pax,Sanofi Aventis,Pax (Sanofi Aventis) Polvos o granulados | Sobre de 6 g | Contiene: Acetaminofen 500 mg + Fenilefrina 10 mg,Comercial,"$   2,640.00",Medio,2
19906457,Acetaminofen + Fenilefrina + Clorfeniramina,Acetaminofen 500 mg + Fenilefrina 5 mg + Clorfeniramina 2 mg,mg,Tableta o cápsula,Dolex,Glaxosmithkline,Dolex (Glaxosmithkline) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Fenilefrina 5 mg + Clorfeniramina 2 mg,Comercial,"$   6,091.00",Medio,2
20067094,Acetaminofen + Fenilefrina,Acetaminofen 500 mg + Fenilefrina 5 mg,mg,Tableta o cápsula,Sinutab,Janssen,Sinutab  (Janssen) Tableta o cápsula | Tableta | Contiene: Acetaminofen 500 mg + Fenilefrina 5 mg,Comercial,"$   1,044.00",Medio,2
20078743,Acetaminofen + Fenilefrina + Levocetirizina,Acetaminofen 500 mg + Fenilefrina 500 mg + Levocetirizina 2.5 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Noraver,Tecnoquimicas,Noraver (Tecnoquimicas) Polvo para reconstituir a Solución o suspensión oral | Sobre | Contiene: Acetaminofen 500 mg + Fenilefrina 500 mg + Levocetirizina 2.5 mg,Comercial,"$   1,765.00",Medio,2
20111748,Acetaminofen + Fenilefrina,Acetaminofen 500.25 mg + Fenilefrina 10 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Genfargrip,Genfar,Genfargrip (Genfar) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Sobre | Contiene: Acetaminofen 500.25 mg + Fenilefrina 10 mg,Comercial,"$   5,087.00",Medio,2
20019621,Acetaminofen + Cetirizina + Fenilefrina,Acetaminofen 6.5 g + Cetirizina 50 mg + Fenilefrina 100 mg,g,Jarabe,Oxigrip,Europharma,Oxigrip  (Europharma) Jarabe | Frasco de 30 ml | Cada 100 ml contiene: Acetaminofen 6.5 g + Cetirizina 50 mg + Fenilefrina 100 mg,Comercial,"$   41,625.00",Medio,2
20042266,Acetaminofen + Desloratadina + Fenilefrina,Acetaminofen 6.5 g + Desloratadina 0.025 g + Fenilefrina 0.2 g,g,Jarabe,Congestex,Novamed,Congestex (Novamed) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Acetaminofen 6.5 g + Desloratadina 0.025 g + Fenilefrina 0.2 g,Comercial,"$   21,328.00",Medio,2
19974976,Acetaminofen + Fenilefrina + Loratadina,Acetaminofen 6.5 g + Fenilefrina 0.1 g + Loratadina 0.05 g,g,Jarabe,Descongel,Chalver,Descongel (Chalver) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 6.5 g + Fenilefrina 0.1 g + Loratadina 0.05 g,Comercial,"$   13,314.00",Medio,2
19948799,Acetaminofen + Tramadol,Acetaminofen 6.5 g + Tramadol 0.75 g,g,Jarabe,Fastfen,Siegfried,Fastfen (Siegfried) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Acetaminofen 6.5 g + Tramadol 0.75 g,Comercial,"$   47,913.00",Medio,2
19953195,Acetaminofen,Acetaminofen 650 mg,mg,Tableta o cápsula,Dolotrin,Licol,Dolotrin (Licol) Tableta o cápsula | Tableta | Contiene: Acetaminofen 650 mg,Comercial,"$   1,056.00",Medio,2
19962370,Acetaminofen + Fenilefrina + Loratadina,Acetaminofen 6500 mg + Fenilefrina 100 mg + Loratadina 50 mg,mg,Jarabe,Resfrygrip,Labquifar,Resfrygrip (Labquifar) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetaminofen 6500 mg + Fenilefrina 100 mg + Loratadina 50 mg,Comercial,"$   4,394.00",Medio,2
20115061,Acetaninofen + Hidrocodona,Acetaninofen 325 mg + Hidrocodona 5 mg,mg,Tableta o cápsula,Balandof,Balance,Balandof  (Balance) Tableta o cápsula | Tableta | Contiene: Acetaninofen 325 mg + Hidrocodona 5 mg,Comercial,$   379.00,Medio,2
19990386,Acetato Basico De Zinc + Pramoxina,Acetato Basico De Zinc 100 mg + Pramoxina 1.075 g,mg,Loción,Dermiclear,Ecar,Dermiclear (Ecar) Loción | Frasco de 100 ml | Cada 100 ml contiene: Acetato Basico De Zinc 100 mg + Pramoxina 1.075 g,Comercial,"$   9,200.00",Medio,2
56604,Acetato De Aluminio,Acetato De Aluminio 0.118 g,g,Loción,Acetato De Aluminio,Winthrop,Acetato De Aluminio (Winthrop) Loción | Frasco de 120 ml | Cada 100 ml contiene: Acetato De Aluminio 0.118 g,Comercial,"$   5,893.00",Medio,2
20092308,Acetil Cisteina,Acetil Cisteina 200 mg,mg,Tableta o cápsula,Acemuk,Siegfried,Acemuk (Siegfried) Tableta o cápsula | Tableta | Contiene: Acetil Cisteina 200 mg,Comercial,"$   1,437.00",Medio,2
20122097,Acetilcisteina,Acetilcisteina 0.2 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Acetilcisteina,Ecar,Acetilcisteina (Ecar) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Sobre | Contiene: Acetilcisteina 0.2 g,Comercial,"$   23,869.00",Medio,2
19982059,Acetilcisteina,Acetilcisteina 10 g,g,Solución o suspensión para inhalación,Fluimucil,Zambon,Fluimucil (Zambon) Solución o suspensión para inhalación | Frasco de 25 ml | Cada 100 ml contiene: Acetilcisteina 10 g,Comercial,"$   26,047.00",Medio,2
19970253,Acetilcisteina,Acetilcisteina 10 mg,mg,Solución o suspensión para inhalación,Rinofluimucil,Zambon,Rinofluimucil (Zambon) Solución o suspensión para inhalación | Frasco de 10 ml | Cada 1 ml contiene: Acetilcisteina 10 mg,Comercial,"$   19,276.00",Medio,2
19940454,Acetilcisteina,Acetilcisteina 100 mg,mg,Solución o suspensión inyectable,Fluimucil,Zambon,Fluimucil (Zambon) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 1 ml contiene: Acetilcisteina 100 mg,Comercial,"$   5,875.00",Medio,2
20113479,Acetilcisteina,Acetilcisteina 2 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Acemuk,Siegfried,Acemuk (Siegfried) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Sobre de 100 ml | Cada 100 ml contiene: Acetilcisteina 2 g,Comercial,"$   17,300.00",Medio,2
20014891,Acetilcisteina,Acetilcisteina 2 g,g,Jarabe,Flumixol,Novamed,Flumixol (Novamed) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Acetilcisteina 2 g,Comercial,"$   22,219.00",Medio,2
20073015,Acetilcisteina,Acetilcisteina 200 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable/inhalación,Pumoxilin,Anzg,Pumoxilin (Anzg) Polvo para reconstituir a Solución o suspensión inyectable/inhalación | Sobre | Contiene: Acetilcisteina 200 mg,Comercial,"$   1,400.00",Medio,2
20003533,Acetilcisteina,Acetilcisteina 200 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Zifluvis,Bioquifar,Zifluvis (Bioquifar) Polvo para reconstituir a Solución o suspensión oral | Sobre | Contiene: Acetilcisteina 200 mg,Comercial,"$   1,600.00",Medio,2
19904497,Acetilcisteina,Acetilcisteina 2000 mg,mg,Jarabe,Fluimucil,Zambon,Fluimucil (Zambon) Jarabe | Frasco de 75 ml | Cada 100 ml contiene: Acetilcisteina 2000 mg,Comercial,"$   23,170.00",Medio,2
19929593,Acetilcisteina,Acetilcisteina 2000 mg,mg,Solución o suspensión oral,Aflux,Tecnofar,Aflux (Tecnofar) Solución o suspensión oral | Frasco de 75 ml | Cada 100 ml contiene: Acetilcisteina 2000 mg,Comercial,"$   32,278.00",Medio,2
20015079,Acetilcisteina,Acetilcisteina 600 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Aflux,Tecnofar,Aflux (Tecnofar) Polvo para reconstituir a Solución o suspensión oral | Sobre | Contiene: Acetilcisteina 600 mg,Comercial,"$   3,224.00",Medio,2
